timestamp,zone_id,hour,day_of_week,is_weekend,is_holiday,temperature,rainfall,current_occupancy,capacity,average_duration,future_occupancy
2026-01-01 00:00:00,Z001,0,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 00:30:00,Z001,0,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 01:00:00,Z001,1,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 01:30:00,Z001,1,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 02:00:00,Z001,2,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 02:30:00,Z001,2,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 03:00:00,Z001,3,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 03:30:00,Z001,3,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 04:00:00,Z001,4,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 04:30:00,Z001,4,3,0,1,25.68,0.0,0.0,40,67.4,0.0
2026-01-01 05:00:00,Z001,5,3,0,1,25.68,0.0,0.0,40,67.4,3.0
2026-01-01 05:30:00,Z001,5,3,0,1,25.68,0.0,3.0,40,67.4,4.0
2026-01-01 06:00:00,Z001,6,3,0,1,25.68,0.0,4.0,40,67.4,8.0
2026-01-01 06:30:00,Z001,6,3,0,1,25.68,0.0,8.0,40,67.4,6.0
2026-01-01 07:00:00,Z001,7,3,0,1,25.68,0.0,6.0,40,67.4,3.0
2026-01-01 07:30:00,Z001,7,3,0,1,25.68,0.0,3.0,40,67.4,5.0
2026-01-01 08:00:00,Z001,8,3,0,1,25.68,0.0,5.0,40,67.4,13.0
2026-01-01 08:30:00,Z001,8,3,0,1,25.68,0.0,13.0,40,67.4,15.0
2026-01-01 09:00:00,Z001,9,3,0,1,25.68,0.0,15.0,40,67.4,15.0
2026-01-01 09:30:00,Z001,9,3,0,1,25.68,0.0,15.0,40,67.4,12.0
2026-01-01 10:00:00,Z001,10,3,0,1,25.68,0.0,12.0,40,67.4,13.0
2026-01-01 10:30:00,Z001,10,3,0,1,25.68,0.0,13.0,40,67.4,21.0
2026-01-01 11:00:00,Z001,11,3,0,1,25.68,0.0,21.0,40,67.4,16.0
2026-01-01 11:30:00,Z001,11,3,0,1,25.68,0.0,16.0,40,67.4,11.0
2026-01-01 12:00:00,Z001,12,3,0,1,25.68,0.0,11.0,40,67.4,17.0
2026-01-01 12:30:00,Z001,12,3,0,1,25.68,0.0,17.0,40,67.4,15.0
2026-01-01 13:00:00,Z001,13,3,0,1,25.68,0.0,15.0,40,67.4,18.0
2026-01-01 13:30:00,Z001,13,3,0,1,25.68,0.0,18.0,40,67.4,15.0
2026-01-01 14:00:00,Z001,14,3,0,1,25.68,0.0,15.0,40,67.4,12.0
2026-01-01 14:30:00,Z001,14,3,0,1,25.68,0.0,12.0,40,67.4,7.0
2026-01-01 15:00:00,Z001,15,3,0,1,25.68,0.0,7.0,40,67.4,4.0
2026-01-01 15:30:00,Z001,15,3,0,1,25.68,0.0,4.0,40,67.4,4.0
2026-01-01 16:00:00,Z001,16,3,0,1,25.68,0.0,4.0,40,67.4,4.0
2026-01-01 16:30:00,Z001,16,3,0,1,25.68,0.0,4.0,40,67.4,3.0
2026-01-01 17:00:00,Z001,17,3,0,1,25.68,0.0,3.0,40,67.4,10.0
2026-01-01 17:30:00,Z001,17,3,0,1,25.68,0.0,10.0,40,67.4,18.0
2026-01-01 18:00:00,Z001,18,3,0,1,25.68,0.0,18.0,40,67.4,16.0
2026-01-01 18:30:00,Z001,18,3,0,1,25.68,0.0,16.0,40,67.4,19.0
2026-01-01 19:00:00,Z001,19,3,0,1,25.68,0.0,19.0,40,67.4,18.0
2026-01-01 19:30:00,Z001,19,3,0,1,25.68,0.0,18.0,40,67.4,20.0
2026-01-01 20:00:00,Z001,20,3,0,1,25.68,0.0,20.0,40,67.4,12.0
2026-01-01 20:30:00,Z001,20,3,0,1,25.68,0.0,12.0,40,67.4,5.0
2026-01-01 21:00:00,Z001,21,3,0,1,25.68,0.0,5.0,40,67.4,6.0
2026-01-01 21:30:00,Z001,21,3,0,1,25.68,0.0,6.0,40,67.4,5.0
2026-01-01 22:00:00,Z001,22,3,0,1,25.68,0.0,5.0,40,67.4,7.0
2026-01-01 22:30:00,Z001,22,3,0,1,25.68,0.0,7.0,40,67.4,7.0
2026-01-01 23:00:00,Z001,23,3,0,1,25.68,0.0,7.0,40,67.4,8.0
2026-01-01 23:30:00,Z001,23,3,0,1,25.68,0.0,8.0,40,67.4,4.0
2026-01-02 00:00:00,Z001,0,4,0,0,21.51,0.0,4.0,40,67.4,1.0
2026-01-02 00:30:00,Z001,0,4,0,0,21.51,0.0,1.0,40,67.4,1.0
2026-01-02 01:00:00,Z001,1,4,0,0,21.51,0.0,1.0,40,67.4,1.0
2026-01-02 01:30:00,Z001,1,4,0,0,21.51,0.0,1.0,40,67.4,1.0
2026-01-02 02:00:00,Z001,2,4,0,0,21.51,0.0,1.0,40,67.4,1.0
2026-01-02 02:30:00,Z001,2,4,0,0,21.51,0.0,1.0,40,67.4,0.0
2026-01-02 03:00:00,Z001,3,4,0,0,21.51,0.0,0.0,40,67.4,0.0
2026-01-02 03:30:00,Z001,3,4,0,0,21.51,0.0,0.0,40,67.4,0.0
2026-01-02 04:00:00,Z001,4,4,0,0,21.51,0.0,0.0,40,67.4,0.0
2026-01-02 04:30:00,Z001,4,4,0,0,21.51,0.0,0.0,40,67.4,0.0
2026-01-02 05:00:00,Z001,5,4,0,0,21.51,0.0,0.0,40,67.4,0.0
2026-01-02 05:30:00,Z001,5,4,0,0,21.51,0.0,0.0,40,67.4,1.0
2026-01-02 06:00:00,Z001,6,4,0,0,21.51,0.0,1.0,40,67.4,3.0
2026-01-02 06:30:00,Z001,6,4,0,0,21.51,0.0,3.0,40,67.4,2.0
2026-01-02 07:00:00,Z001,7,4,0,0,21.51,0.0,2.0,40,67.4,1.0
2026-01-02 07:30:00,Z001,7,4,0,0,21.51,0.0,1.0,40,67.4,2.0
2026-01-02 08:00:00,Z001,8,4,0,0,21.51,0.0,2.0,40,67.4,6.0
2026-01-02 08:30:00,Z001,8,4,0,0,21.51,0.0,6.0,40,67.4,12.0
2026-01-02 09:00:00,Z001,9,4,0,0,21.51,0.0,12.0,40,67.4,11.0
2026-01-02 09:30:00,Z001,9,4,0,0,21.51,0.0,11.0,40,67.4,12.0
2026-01-02 10:00:00,Z001,10,4,0,0,21.51,0.0,12.0,40,67.4,16.0
2026-01-02 10:30:00,Z001,10,4,0,0,21.51,0.0,16.0,40,67.4,19.0
2026-01-02 11:00:00,Z001,11,4,0,0,21.51,0.0,19.0,40,67.4,16.0
2026-01-02 11:30:00,Z001,11,4,0,0,21.51,0.0,16.0,40,67.4,13.0
2026-01-02 12:00:00,Z001,12,4,0,0,21.51,0.0,13.0,40,67.4,11.0
2026-01-02 12:30:00,Z001,12,4,0,0,21.51,0.0,11.0,40,67.4,19.0
2026-01-02 13:00:00,Z001,13,4,0,0,21.51,0.0,19.0,40,67.4,20.0
2026-01-02 13:30:00,Z001,13,4,0,0,21.51,0.0,20.0,40,67.4,21.0
2026-01-02 14:00:00,Z001,14,4,0,0,21.51,0.0,21.0,40,67.4,15.0
2026-01-02 14:30:00,Z001,14,4,0,0,21.51,0.0,15.0,40,67.4,12.0
2026-01-02 15:00:00,Z001,15,4,0,0,21.51,0.0,12.0,40,67.4,10.0
2026-01-02 15:30:00,Z001,15,4,0,0,21.51,0.0,10.0,40,67.4,7.0
2026-01-02 16:00:00,Z001,16,4,0,0,21.51,0.0,7.0,40,67.4,4.0
2026-01-02 16:30:00,Z001,16,4,0,0,21.51,0.0,4.0,40,67.4,3.0
2026-01-02 17:00:00,Z001,17,4,0,0,21.51,0.0,3.0,40,67.4,12.0
2026-01-02 17:30:00,Z001,17,4,0,0,21.51,0.0,12.0,40,67.4,15.0
2026-01-02 18:00:00,Z001,18,4,0,0,21.51,0.0,15.0,40,67.4,27.0
2026-01-02 18:30:00,Z001,18,4,0,0,21.51,0.0,27.0,40,67.4,24.0
2026-01-02 19:00:00,Z001,19,4,0,0,21.51,0.0,24.0,40,67.4,20.0
2026-01-02 19:30:00,Z001,19,4,0,0,21.51,0.0,20.0,40,67.4,15.0
2026-01-02 20:00:00,Z001,20,4,0,0,21.51,0.0,15.0,40,67.4,9.0
2026-01-02 20:30:00,Z001,20,4,0,0,21.51,0.0,9.0,40,67.4,8.0
2026-01-02 21:00:00,Z001,21,4,0,0,21.51,0.0,8.0,40,67.4,7.0
2026-01-02 21:30:00,Z001,21,4,0,0,21.51,0.0,7.0,40,67.4,4.0
2026-01-02 22:00:00,Z001,22,4,0,0,21.51,0.0,4.0,40,67.4,5.0
2026-01-02 22:30:00,Z001,22,4,0,0,21.51,0.0,5.0,40,67.4,6.0
2026-01-02 23:00:00,Z001,23,4,0,0,21.51,0.0,6.0,40,67.4,9.0
2026-01-02 23:30:00,Z001,23,4,0,0,21.51,0.0,9.0,40,67.4,7.0
2026-01-03 00:00:00,Z001,0,5,1,0,24.14,0.0,7.0,40,67.4,5.0
2026-01-03 00:30:00,Z001,0,5,1,0,24.14,0.0,5.0,40,67.4,1.0
2026-01-03 01:00:00,Z001,1,5,1,0,24.14,0.0,1.0,40,67.4,0.0
2026-01-03 01:30:00,Z001,1,5,1,0,24.14,0.0,0.0,40,67.4,0.0
2026-01-03 02:00:00,Z001,2,5,1,0,24.14,0.0,0.0,40,67.4,1.0
2026-01-03 02:30:00,Z001,2,5,1,0,24.14,0.0,1.0,40,67.4,1.0
2026-01-03 03:00:00,Z001,3,5,1,0,24.14,0.0,1.0,40,67.4,1.0
2026-01-03 03:30:00,Z001,3,5,1,0,24.14,0.0,1.0,40,67.4,0.0
2026-01-03 04:00:00,Z001,4,5,1,0,24.14,0.0,0.0,40,67.4,0.0
2026-01-03 04:30:00,Z001,4,5,1,0,24.14,0.0,0.0,40,67.4,0.0
2026-01-03 05:00:00,Z001,5,5,1,0,24.14,0.0,0.0,40,67.4,4.0
2026-01-03 05:30:00,Z001,5,5,1,0,24.14,0.0,4.0,40,67.4,3.0
2026-01-03 06:00:00,Z001,6,5,1,0,24.14,0.0,3.0,40,67.4,2.0
2026-01-03 06:30:00,Z001,6,5,1,0,24.14,0.0,2.0,40,67.4,0.0
2026-01-03 07:00:00,Z001,7,5,1,0,24.14,0.0,0.0,40,67.4,1.0
2026-01-03 07:30:00,Z001,7,5,1,0,24.14,0.0,1.0,40,67.4,1.0
2026-01-03 08:00:00,Z001,8,5,1,0,24.14,0.0,1.0,40,67.4,6.0
2026-01-03 08:30:00,Z001,8,5,1,0,24.14,0.0,6.0,40,67.4,14.0
2026-01-03 09:00:00,Z001,9,5,1,0,24.14,0.0,14.0,40,67.4,17.0
2026-01-03 09:30:00,Z001,9,5,1,0,24.14,0.0,17.0,40,67.4,19.0
2026-01-03 10:00:00,Z001,10,5,1,0,24.14,0.0,19.0,40,67.4,22.0
2026-01-03 10:30:00,Z001,10,5,1,0,24.14,0.0,22.0,40,67.4,25.0
2026-01-03 11:00:00,Z001,11,5,1,0,24.14,0.0,25.0,40,67.4,12.0
2026-01-03 11:30:00,Z001,11,5,1,0,24.14,0.0,12.0,40,67.4,6.0
2026-01-03 12:00:00,Z001,12,5,1,0,24.14,0.0,6.0,40,67.4,14.0
2026-01-03 12:30:00,Z001,12,5,1,0,24.14,0.0,14.0,40,67.4,16.0
2026-01-03 13:00:00,Z001,13,5,1,0,24.14,0.0,16.0,40,67.4,24.0
2026-01-03 13:30:00,Z001,13,5,1,0,24.14,0.0,24.0,40,67.4,23.0
2026-01-03 14:00:00,Z001,14,5,1,0,24.14,0.0,23.0,40,67.4,13.0
2026-01-03 14:30:00,Z001,14,5,1,0,24.14,0.0,13.0,40,67.4,8.0
2026-01-03 15:00:00,Z001,15,5,1,0,24.14,0.0,8.0,40,67.4,7.0
2026-01-03 15:30:00,Z001,15,5,1,0,24.14,0.0,7.0,40,67.4,6.0
2026-01-03 16:00:00,Z001,16,5,1,0,24.14,0.0,6.0,40,67.4,5.0
2026-01-03 16:30:00,Z001,16,5,1,0,24.14,0.0,5.0,40,67.4,3.0
2026-01-03 17:00:00,Z001,17,5,1,0,24.14,0.0,3.0,40,67.4,8.0
2026-01-03 17:30:00,Z001,17,5,1,0,24.14,0.0,8.0,40,67.4,16.0
2026-01-03 18:00:00,Z001,18,5,1,0,24.14,0.0,16.0,40,67.4,26.0
2026-01-03 18:30:00,Z001,18,5,1,0,24.14,0.0,26.0,40,67.4,26.0
2026-01-03 19:00:00,Z001,19,5,1,0,24.14,0.0,26.0,40,67.4,27.0
2026-01-03 19:30:00,Z001,19,5,1,0,24.14,0.0,27.0,40,67.4,26.0
2026-01-03 20:00:00,Z001,20,5,1,0,24.14,0.0,26.0,40,67.4,13.0
2026-01-03 20:30:00,Z001,20,5,1,0,24.14,0.0,13.0,40,67.4,8.0
2026-01-03 21:00:00,Z001,21,5,1,0,24.14,0.0,8.0,40,67.4,6.0
2026-01-03 21:30:00,Z001,21,5,1,0,24.14,0.0,6.0,40,67.4,4.0
2026-01-03 22:00:00,Z001,22,5,1,0,24.14,0.0,4.0,40,67.4,3.0
2026-01-03 22:30:00,Z001,22,5,1,0,24.14,0.0,3.0,40,67.4,3.0
2026-01-03 23:00:00,Z001,23,5,1,0,24.14,0.0,3.0,40,67.4,4.0
2026-01-03 23:30:00,Z001,23,5,1,0,24.14,0.0,4.0,40,67.4,3.0
2026-01-04 00:00:00,Z001,0,6,1,0,24.68,0.0,3.0,40,67.4,2.0
2026-01-04 00:30:00,Z001,0,6,1,0,24.68,0.0,2.0,40,67.4,2.0
2026-01-04 01:00:00,Z001,1,6,1,0,24.68,0.0,2.0,40,67.4,2.0
2026-01-04 01:30:00,Z001,1,6,1,0,24.68,0.0,2.0,40,67.4,2.0
2026-01-04 02:00:00,Z001,2,6,1,0,24.68,0.0,2.0,40,67.4,1.0
2026-01-04 02:30:00,Z001,2,6,1,0,24.68,0.0,1.0,40,67.4,1.0
2026-01-04 03:00:00,Z001,3,6,1,0,24.68,0.0,1.0,40,67.4,2.0
2026-01-04 03:30:00,Z001,3,6,1,0,24.68,0.0,2.0,40,67.4,1.0
2026-01-04 04:00:00,Z001,4,6,1,0,24.68,0.0,1.0,40,67.4,1.0
2026-01-04 04:30:00,Z001,4,6,1,0,24.68,0.0,1.0,40,67.4,2.0
2026-01-04 05:00:00,Z001,5,6,1,0,24.68,0.0,2.0,40,67.4,6.0
2026-01-04 05:30:00,Z001,5,6,1,0,24.68,0.0,6.0,40,67.4,7.0
2026-01-04 06:00:00,Z001,6,6,1,0,24.68,0.0,7.0,40,67.4,6.0
2026-01-04 06:30:00,Z001,6,6,1,0,24.68,0.0,6.0,40,67.4,2.0
2026-01-04 07:00:00,Z001,7,6,1,0,24.68,0.0,2.0,40,67.4,2.0
2026-01-04 07:30:00,Z001,7,6,1,0,24.68,0.0,2.0,40,67.4,6.0
2026-01-04 08:00:00,Z001,8,6,1,0,24.68,0.0,6.0,40,67.4,11.0
2026-01-04 08:30:00,Z001,8,6,1,0,24.68,0.0,11.0,40,67.4,14.0
2026-01-04 09:00:00,Z001,9,6,1,0,24.68,0.0,14.0,40,67.4,15.0
2026-01-04 09:30:00,Z001,9,6,1,0,24.68,0.0,15.0,40,67.4,10.0
2026-01-04 10:00:00,Z001,10,6,1,0,24.68,0.0,10.0,40,67.4,11.0
2026-01-04 10:30:00,Z001,10,6,1,0,24.68,0.0,11.0,40,67.4,14.0
2026-01-04 11:00:00,Z001,11,6,1,0,24.68,0.0,14.0,40,67.4,10.0
2026-01-04 11:30:00,Z001,11,6,1,0,24.68,0.0,10.0,40,67.4,7.0
2026-01-04 12:00:00,Z001,12,6,1,0,24.68,0.0,7.0,40,67.4,11.0
2026-01-04 12:30:00,Z001,12,6,1,0,24.68,0.0,11.0,40,67.4,18.0
2026-01-04 13:00:00,Z001,13,6,1,0,24.68,0.0,18.0,40,67.4,20.0
2026-01-04 13:30:00,Z001,13,6,1,0,24.68,0.0,20.0,40,67.4,21.0
2026-01-04 14:00:00,Z001,14,6,1,0,24.68,0.0,21.0,40,67.4,8.0
2026-01-04 14:30:00,Z001,14,6,1,0,24.68,0.0,8.0,40,67.4,9.0
2026-01-04 15:00:00,Z001,15,6,1,0,24.68,0.0,9.0,40,67.4,7.0
2026-01-04 15:30:00,Z001,15,6,1,0,24.68,0.0,7.0,40,67.4,4.0
2026-01-04 16:00:00,Z001,16,6,1,0,24.68,0.0,4.0,40,67.4,4.0
2026-01-04 16:30:00,Z001,16,6,1,0,24.68,0.0,4.0,40,67.4,4.0
2026-01-04 17:00:00,Z001,17,6,1,0,24.68,0.0,4.0,40,67.4,11.0
2026-01-04 17:30:00,Z001,17,6,1,0,24.68,0.0,11.0,40,67.4,17.0
2026-01-04 18:00:00,Z001,18,6,1,0,24.68,0.0,17.0,40,67.4,18.0
2026-01-04 18:30:00,Z001,18,6,1,0,24.68,0.0,18.0,40,67.4,22.0
2026-01-04 19:00:00,Z001,19,6,1,0,24.68,0.0,22.0,40,67.4,19.0
2026-01-04 19:30:00,Z001,19,6,1,0,24.68,0.0,19.0,40,67.4,24.0
2026-01-04 20:00:00,Z001,20,6,1,0,24.68,0.0,24.0,40,67.4,15.0
2026-01-04 20:30:00,Z001,20,6,1,0,24.68,0.0,15.0,40,67.4,11.0
2026-01-04 21:00:00,Z001,21,6,1,0,24.68,0.0,11.0,40,67.4,7.0
2026-01-04 21:30:00,Z001,21,6,1,0,24.68,0.0,7.0,40,67.4,9.0
2026-01-04 22:00:00,Z001,22,6,1,0,24.68,0.0,9.0,40,67.4,5.0
2026-01-04 22:30:00,Z001,22,6,1,0,24.68,0.0,5.0,40,67.4,9.0
2026-01-04 23:00:00,Z001,23,6,1,0,24.68,0.0,9.0,40,67.4,8.0
2026-01-04 23:30:00,Z001,23,6,1,0,24.68,0.0,8.0,40,67.4,7.0
2026-01-05 00:00:00,Z001,0,0,0,0,24.56,0.0,7.0,40,67.4,3.0
2026-01-05 00:30:00,Z001,0,0,0,0,24.56,0.0,3.0,40,67.4,2.0
2026-01-05 01:00:00,Z001,1,0,0,0,24.56,0.0,2.0,40,67.4,3.0
2026-01-05 01:30:00,Z001,1,0,0,0,24.56,0.0,3.0,40,67.4,1.0
2026-01-05 02:00:00,Z001,2,0,0,0,24.56,0.0,1.0,40,67.4,1.0
2026-01-05 02:30:00,Z001,2,0,0,0,24.56,0.0,1.0,40,67.4,0.0
2026-01-05 03:00:00,Z001,3,0,0,0,24.56,0.0,0.0,40,67.4,1.0
2026-01-05 03:30:00,Z001,3,0,0,0,24.56,0.0,1.0,40,67.4,2.0
2026-01-05 04:00:00,Z001,4,0,0,0,24.56,0.0,2.0,40,67.4,1.0
2026-01-05 04:30:00,Z001,4,0,0,0,24.56,0.0,1.0,40,67.4,2.0
2026-01-05 05:00:00,Z001,5,0,0,0,24.56,0.0,2.0,40,67.4,1.0
2026-01-05 05:30:00,Z001,5,0,0,0,24.56,0.0,1.0,40,67.4,4.0
2026-01-05 06:00:00,Z001,6,0,0,0,24.56,0.0,4.0,40,67.4,7.0
2026-01-05 06:30:00,Z001,6,0,0,0,24.56,0.0,7.0,40,67.4,10.0
2026-01-05 07:00:00,Z001,7,0,0,0,24.56,0.0,10.0,40,67.4,9.0
2026-01-05 07:30:00,Z001,7,0,0,0,24.56,0.0,9.0,40,67.4,6.0
2026-01-05 08:00:00,Z001,8,0,0,0,24.56,0.0,6.0,40,67.4,14.0
2026-01-05 08:30:00,Z001,8,0,0,0,24.56,0.0,14.0,40,67.4,15.0
2026-01-05 09:00:00,Z001,9,0,0,0,24.56,0.0,15.0,40,67.4,22.0
2026-01-05 09:30:00,Z001,9,0,0,0,24.56,0.0,22.0,40,67.4,18.0
2026-01-05 10:00:00,Z001,10,0,0,0,24.56,0.0,18.0,40,67.4,19.0
2026-01-05 10:30:00,Z001,10,0,0,0,24.56,0.0,19.0,40,67.4,23.0
2026-01-05 11:00:00,Z001,11,0,0,0,24.56,0.0,23.0,40,67.4,12.0
2026-01-05 11:30:00,Z001,11,0,0,0,24.56,0.0,12.0,40,67.4,9.0
2026-01-05 12:00:00,Z001,12,0,0,0,24.56,0.0,9.0,40,67.4,11.0
2026-01-05 12:30:00,Z001,12,0,0,0,24.56,0.0,11.0,40,67.4,19.0
2026-01-05 13:00:00,Z001,13,0,0,0,24.56,0.0,19.0,40,67.4,20.0
2026-01-05 13:30:00,Z001,13,0,0,0,24.56,0.0,20.0,40,67.4,17.0
2026-01-05 14:00:00,Z001,14,0,0,0,24.56,0.0,17.0,40,67.4,11.0
2026-01-05 14:30:00,Z001,14,0,0,0,24.56,0.0,11.0,40,67.4,6.0
2026-01-05 15:00:00,Z001,15,0,0,0,24.56,0.0,6.0,40,67.4,7.0
2026-01-05 15:30:00,Z001,15,0,0,0,24.56,0.0,7.0,40,67.4,4.0
2026-01-05 16:00:00,Z001,16,0,0,0,24.56,0.0,4.0,40,67.4,5.0
2026-01-05 16:30:00,Z001,16,0,0,0,24.56,0.0,5.0,40,67.4,6.0
2026-01-05 17:00:00,Z001,17,0,0,0,24.56,0.0,6.0,40,67.4,11.0
2026-01-05 17:30:00,Z001,17,0,0,0,24.56,0.0,11.0,40,67.4,17.0
2026-01-05 18:00:00,Z001,18,0,0,0,24.56,0.0,17.0,40,67.4,9.0
2026-01-05 18:30:00,Z001,18,0,0,0,24.56,0.0,9.0,40,67.4,15.0
2026-01-05 19:00:00,Z001,19,0,0,0,24.56,0.0,15.0,40,67.4,18.0
2026-01-05 19:30:00,Z001,19,0,0,0,24.56,0.0,18.0,40,67.4,21.0
2026-01-05 20:00:00,Z001,20,0,0,0,24.56,0.0,21.0,40,67.4,14.0
2026-01-05 20:30:00,Z001,20,0,0,0,24.56,0.0,14.0,40,67.4,13.0
2026-01-05 21:00:00,Z001,21,0,0,0,24.56,0.0,13.0,40,67.4,8.0
2026-01-05 21:30:00,Z001,21,0,0,0,24.56,0.0,8.0,40,67.4,8.0
2026-01-05 22:00:00,Z001,22,0,0,0,24.56,0.0,8.0,40,67.4,6.0
2026-01-05 22:30:00,Z001,22,0,0,0,24.56,0.0,6.0,40,67.4,3.0
2026-01-05 23:00:00,Z001,23,0,0,0,24.56,0.0,3.0,40,67.4,2.0
2026-01-05 23:30:00,Z001,23,0,0,0,24.56,0.0,2.0,40,67.4,5.0
2026-01-06 00:00:00,Z001,0,1,0,0,24.99,3.0,5.0,40,67.4,3.0
2026-01-06 00:30:00,Z001,0,1,0,0,24.99,3.0,3.0,40,67.4,1.0
2026-01-06 01:00:00,Z001,1,1,0,0,24.99,3.0,1.0,40,67.4,0.0
2026-01-06 01:30:00,Z001,1,1,0,0,24.99,3.0,0.0,40,67.4,0.0
2026-01-06 02:00:00,Z001,2,1,0,0,24.99,3.0,0.0,40,67.4,0.0
2026-01-06 02:30:00,Z001,2,1,0,0,24.99,3.0,0.0,40,67.4,1.0
2026-01-06 03:00:00,Z001,3,1,0,0,24.99,3.0,1.0,40,67.4,0.0
2026-01-06 03:30:00,Z001,3,1,0,0,24.99,3.0,0.0,40,67.4,0.0
2026-01-06 04:00:00,Z001,4,1,0,0,24.99,3.0,0.0,40,67.4,0.0
2026-01-06 04:30:00,Z001,4,1,0,0,24.99,3.0,0.0,40,67.4,1.0
2026-01-06 05:00:00,Z001,5,1,0,0,24.99,3.0,1.0,40,67.4,2.0
2026-01-06 05:30:00,Z001,5,1,0,0,24.99,3.0,2.0,40,67.4,5.0
2026-01-06 06:00:00,Z001,6,1,0,0,24.99,3.0,5.0,40,67.4,8.0
2026-01-06 06:30:00,Z001,6,1,0,0,24.99,3.0,8.0,40,67.4,8.0
2026-01-06 07:00:00,Z001,7,1,0,0,24.99,3.0,8.0,40,67.4,6.0
2026-01-06 07:30:00,Z001,7,1,0,0,24.99,3.0,6.0,40,67.4,4.0
2026-01-06 08:00:00,Z001,8,1,0,0,24.99,3.0,4.0,40,67.4,10.0
2026-01-06 08:30:00,Z001,8,1,0,0,24.99,3.0,10.0,40,67.4,13.0
2026-01-06 09:00:00,Z001,9,1,0,0,24.99,3.0,13.0,40,67.4,20.0
2026-01-06 09:30:00,Z001,9,1,0,0,24.99,3.0,20.0,40,67.4,22.0
2026-01-06 10:00:00,Z001,10,1,0,0,24.99,3.0,22.0,40,67.4,21.0
2026-01-06 10:30:00,Z001,10,1,0,0,24.99,3.0,21.0,40,67.4,20.0
2026-01-06 11:00:00,Z001,11,1,0,0,24.99,3.0,20.0,40,67.4,14.0
